2025 Federal Election House of Representatives Two Candidate Preferred By Candidate By Vote Type [Please Note: These results are not final. Event:31496 Phase:PostElection Generated:2025-05-27T12:41:19 Cycle:841232e3-b741-4f51-86df-f51ca364568b Created:2025-05-27T12:40:02 Environment:PROD Site:CANBERRA Server:VTR01 Version:10.11.386.0]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
ACT,318,Bean,41682,PRICE,Jessie,2,N,N,IND,Independent,44930,775,132,1559,3604,51000,49.66
ACT,318,Bean,40676,SMITH,David,4,N,Y,ALP,Australian Labor Party,44844,955,155,2081,3665,51700,50.34
ACT,101,Canberra,41390,MUDFORD,Isabel,1,N,N,GRN,Australian Greens,23979,526,107,1805,2052,28469,-7.32
ACT,101,Canberra,40677,PAYNE,Alicia,5,N,Y,ALP,Australian Labor Party,54276,922,235,3977,5526,64936,7.32
ACT,102,Fenner,41079,OLATUNBOSUN,Bola,1,N,N,LP,Liberal,22643,537,88,918,2186,26372,-6.39
ACT,102,Fenner,40678,LEIGH,Andrew,3,N,Y,ALP,Australian Labor Party,59991,1326,251,2076,4444,68088,6.39
NSW,103,Banks,41350,SOON,Zhi,6,Y,N,ALP,Labor,42932,1899,63,1369,5567,51830,5.03
NSW,103,Banks,41411,COLEMAN,David,7,N,Y,LP,Liberal,38744,1248,45,1041,6027,47105,-5.03
NSW,104,Barton,41339,AMBIHAIPAHAR,Ash,3,N,N,ALP,Labor,55115,2637,78,1881,6260,65971,4.01
NSW,104,Barton,41448,DOUSKOU,Fiona,4,N,N,LP,Liberal,27793,1343,21,926,3897,33980,-4.01
NSW,105,Bennelong,41444,YUNG,Scott,1,N,N,LP,Liberal,35267,1253,40,1292,6884,44736,-9.3
NSW,105,Bennelong,41329,LAXALE,Jerome,4,Y,Y,ALP,Labor,52658,1971,84,2019,8344,65076,9.3
NSW,106,Berowra,41338,KOSCHINSKI,Benson,3,N,N,ALP,Labor,46216,1630,52,1830,6167,55895,5.93
NSW,106,Berowra,41442,LEESER,Julian,8,N,Y,LP,Liberal,47778,1525,40,1448,8882,59673,-5.93
NSW,107,Blaxland,41478,NGUYEN,Courtney,1,N,N,LP,Liberal,17857,1159,40,836,4520,24412,-8.86
NSW,107,Blaxland,41316,CLARE,Jason,2,N,Y,ALP,Labor,50799,2275,85,1628,7687,62474,8.86
NSW,108,Bradfield,41464,KAPTERIAN,Gisele,6,N,N,LP,Liberal,45133,1490,75,1551,7941,56190,-3.4
NSW,108,Bradfield,36047,BOELE,Nicolette,7,N,N,IND,Independent,46878,1417,78,1663,6144,56180,3.4
NSW,109,Calare,36348,GEE,Andrew,7,N,Y,IND,Independent,53363,1239,47,1759,3921,60329,56.77
NSW,109,Calare,42037,FARRAWAY,Sam,10,N,N,NP,The Nationals,41177,738,33,1129,2862,45939,43.23
NSW,111,Chifley,41323,HUSIC,Ed,4,N,Y,ALP,Labor,52526,2327,40,1461,6013,62367,6.1
NSW,111,Chifley,41599,GREEN,Allan,5,N,N,LP,Liberal,21924,1203,18,754,3148,27047,-6.1
NSW,112,Cook,41452,KENNEDY,Simon,2,Y,Y,LP,Liberal,51674,1396,82,1269,6413,60834,-4.43
NSW,112,Cook,41336,EARLE,Simon,4,N,N,ALP,Labor,38774,1398,58,1079,4221,45530,4.43
NSW,113,Cowper,41937,CONAGHAN,Pat,5,N,Y,NP,The Nationals,49258,1049,32,1507,4734,56580,0.1
NSW,113,Cowper,36245,HEISE,Caz,9,N,N,IND,Independent,44389,1148,42,1601,4002,51182,-0.1
NSW,114,Cunningham,41343,BYRNES,Alison,1,N,Y,ALP,Labor,67715,1732,89,2126,6308,77970,2.45
NSW,114,Cunningham,41453,IVANEZA,Amanda,3,N,N,LP,Liberal,31973,875,34,1071,3551,37504,-2.45
NSW,115,Dobell,41469,SMALL,Brendan,2,N,N,LP,Liberal,34785,1291,48,1035,4803,41962,-2.87
NSW,115,Dobell,41358,McBRIDE,Emma,8,N,Y,ALP,Labor,51574,1838,73,1515,6465,61465,2.87
NSW,117,Eden-Monaro,41454,van der PLAAT,Jo,4,N,N,LP,Liberal,38671,547,51,1506,5019,45794,-1.16
NSW,117,Eden-Monaro,41737,McBAIN,Kristy,6,N,Y,ALP,Labor,52133,801,45,2351,5964,61294,1.16
NSW,118,Farrer,41463,LEY,Sussan,1,N,Y,LP,Liberal,48406,545,28,2413,6524,57916,56.19
NSW,118,Farrer,40627,MILTHORPE,Michelle,3,N,N,IND,Independent,38944,434,33,1672,4064,45147,43.81
NSW,119,Fowler,36240,LE,Dai,3,Y,Y,IND,Independent,42122,1440,34,951,4409,48956,0.88
NSW,119,Fowler,41357,LE,Tu,6,N,N,ALP,Labor,37321,1679,38,1147,3797,43982,-0.88
NSW,120,Gilmore,41365,PHILLIPS,Fiona,1,N,Y,ALP,Labor,51527,1196,81,2301,6118,61223,4.96
NSW,120,Gilmore,41739,CONSTANCE,Andrew,6,N,N,LP,Liberal,41823,751,38,1705,5513,49830,-4.96
NSW,121,Grayndler,41565,THOMAS,Hannah,4,N,N,GRN,The Greens,30561,1780,69,1469,2861,36740,-2.89
NSW,121,Grayndler,41373,ALBANESE,Anthony,5,Y,Y,ALP,Labor,62389,2519,119,2625,6486,74138,2.89
NSW,122,Greenway,41474,VIRK,Rattan,4,N,N,LP,Liberal,30510,1371,16,911,4519,37327,-5.73
NSW,122,Greenway,41399,ROWLAND,Michelle,5,N,Y,ALP,Labor,55248,2214,54,1383,6529,65428,5.73
NSW,124,Hughes,41400,MONCRIEFF,David,1,Y,N,ALP,Labor,44707,2012,54,1353,3948,52074,6.41
NSW,124,Hughes,41467,WARE,Jenny,6,N,Y,LP,Liberal,39467,1407,47,1018,4324,46263,-6.41
NSW,125,Hume,41471,TAYLOR,Angus,1,N,Y,LP,Liberal,47833,1674,58,1401,6790,57756,1.19
NSW,125,Hume,41405,HUANG,Thomas,7,N,N,ALP,Labor,34882,1367,35,1165,4265,41714,-1.19
NSW,126,Hunter,41965,BONDS,Stuart,1,N,N,ON,Pauline Hanson's One Nation,39296,1256,40,1232,3922,45746,40.96
NSW,126,Hunter,41407,REPACHOLI,Dan,8,N,Y,ALP,Labor,56627,1739,57,1548,5955,65926,59.04
NSW,127,Kingsford Smith,41386,THISTLETHWAITE,Matt,2,Y,Y,ALP,Labor,55990,2055,68,2416,6075,66604,3.88
NSW,127,Kingsford Smith,41477,COLE,Brad,3,N,N,LP,Liberal,26620,1066,42,1223,3577,32528,-3.88
NSW,128,Lindsay,41480,McINTOSH,Melissa,1,N,Y,LP,Liberal,43630,1490,58,1185,5733,52096,-3.03
NSW,128,Lindsay,41383,McLEAN,Hollie,9,N,N,ALP,Labor,38778,1522,48,1070,4639,46057,3.03
NSW,130,Lyne,41408,WILSON,Digby,2,N,N,ALP,Labor,37539,1445,43,1412,3659,44098,4.11
NSW,130,Lyne,41951,PENFOLD,Alison,5,N,N,NP,The Nationals,56596,1388,33,1481,5790,65288,-4.11
NSW,131,Macarthur,41396,FREELANDER,Mike,3,N,Y,ALP,Labor,52094,2116,59,1338,5949,61556,6.01
NSW,131,Macarthur,41476,PAUDEL,Binod,6,N,N,LP,Liberal,26622,1173,31,779,3435,32040,-6.01
NSW,132,Mackellar,41830,BROWN,James,6,N,N,LP,Liberal,41276,1187,35,1086,6008,49592,-3.87
NSW,132,Mackellar,37450,SCAMPS,Sophie,8,Y,Y,IND,Independent,53156,1741,48,1633,5628,62206,3.87
NSW,133,Macquarie,41490,CREED,Mike,2,N,N,LP,Liberal,39077,1142,65,1189,4928,46401,-1.37
NSW,133,Macquarie,41425,TEMPLEMAN,Susan,5,Y,Y,ALP,Labor,54013,1500,90,1775,5926,63304,1.37
NSW,315,McMahon,41484,LAZAR,Carmen,2,N,N,LP,Liberal,32721,1593,24,1058,4697,40093,1.46
NSW,315,McMahon,41416,BOWEN,Chris,3,N,Y,ALP,Labor,47875,2599,39,1496,5733,57742,-1.46
NSW,134,Mitchell,41487,HAWKE,Alex,2,Y,Y,LP,Liberal,47127,1668,42,1395,8717,58949,-6.68
NSW,134,Mitchell,41420,BIRCAN,Dilvan,4,N,N,ALP,Labor,41553,1656,51,1491,5853,50604,6.68
NSW,135,New England,41945,JOYCE,Barnaby,1,N,Y,NP,The Nationals,67807,1230,40,2094,5569,76740,1.9
NSW,135,New England,41423,HUGHES,Laura,4,N,N,ALP,Labor,33194,814,33,1148,2417,37606,-1.9
NSW,136,Newcastle,41620,McCABE,Charlotte,3,N,N,GRN,The Greens,3621,0,0,0,0,3621,36.97
NSW,136,Newcastle,41422,CLAYDON,Sharon,5,N,Y,ALP,Labor,6174,0,0,0,0,6174,63.03
NSW,138,Page,41431,BACKHOUS,Wendy,3,N,N,ALP,Labor,37566,1076,43,1622,3542,43849,1.39
NSW,138,Page,41949,HOGAN,Kevin,4,N,Y,NP,The Nationals,55231,1053,36,1958,5516,63794,-1.39
NSW,139,Parkes,41429,FELL,Nathan,6,N,N,ALP,Labor,33825,1063,24,1448,2385,38745,5.08
NSW,139,Parkes,41950,CHAFFEY,Jamie,7,N,N,NP,The Nationals,56934,1396,21,1943,5864,66158,-5.08
NSW,140,Parramatta,41424,CHARLTON,Andrew,5,Y,Y,ALP,Labor,47949,2418,68,2014,8356,60805,8.83
NSW,140,Parramatta,41483,MULLENS,Katie,7,N,N,LP,Liberal,27514,1373,35,1124,6357,36403,-8.83
NSW,249,Paterson,41427,SWANSON,Meryl,2,N,Y,ALP,Labor,52668,1743,47,1261,5953,61672,4.19
NSW,249,Paterson,41521,ANTCLIFF,Laurence,6,N,N,LP,Liberal,40247,1011,28,1014,4621,46921,-4.19
NSW,144,Reid,41514,CHUNG,Grange,2,N,N,LP,Liberal,30338,1258,39,1187,5633,38455,-6.82
NSW,144,Reid,41434,SITOU,Sally,5,Y,Y,ALP,Labor,50263,2221,106,2194,7978,62762,6.82
NSW,145,Richmond,41432,ELLIOT,Justine,2,N,Y,ALP,Labor,54516,1138,58,2422,4841,62975,1.77
NSW,145,Richmond,41958,HONE,Kimberly,7,N,N,NP,The Nationals,35928,556,29,1412,4052,41977,-1.77
NSW,250,Riverina,41445,JEFFRESON,Mark,5,N,N,ALP,Labor,33872,784,33,1864,2910,39463,-3.03
NSW,250,Riverina,41954,McCORMACK,Michael,11,N,Y,NP,The Nationals,57869,1098,40,2024,5414,66445,3.03
NSW,146,Robertson,41491,WICKS,Lucy,3,N,N,LP,Liberal,33615,1223,44,1188,5161,41231,-7.13
NSW,146,Robertson,41417,REID,Gordon,7,Y,Y,ALP,Labor,50493,1617,69,1610,6441,60230,7.13
NSW,148,Shortland,41347,CONROY,Pat,3,N,Y,ALP,Labor,55357,2184,48,1344,7561,66494,5.51
NSW,148,Shortland,41545,KING,Emma,6,N,N,LP,Liberal,34789,1162,28,867,4768,41614,-5.51
NSW,149,Sydney,41342,PLIBERSEK,Tanya,1,Y,Y,ALP,Labor,60292,3623,120,4044,8010,76089,4.73
NSW,149,Sydney,41638,VELEZ,Luc,5,N,N,GRN,The Greens,24329,2076,51,1902,2802,31160,-4.73
NSW,151,Warringah,32467,STEGGALL,Zali,1,N,Y,IND,Independent,58651,2417,106,2726,6423,70323,0.68
